country_origin_id,country_destination_id,import_val
ROU,DNK,42879.77
SVK,DNK,10000.5
SVN,DNK,4541.64
SWE,DNK,51229261.13
CAN,DNK,16739.1
MEX,DNK,3164.56
TTO,DNK,3241.94
USA,DNK,170470.8
AUS,DNK,2837.82
NZL,DNK,3504.21
BRA,DNK,89419.84
PER,DNK,3387
MDG,JPN,112670.68
ARE,JPN,187740.96
CHN,JPN,26620551.54
HKG,JPN,3151467
IDN,JPN,219161.87
IND,JPN,1038
ISR,JPN,1171503.04
KOR,JPN,34573955.74
LKA,JPN,13524.85
MYS,JPN,20525448.46
PHL,JPN,220593.23
SGP,JPN,160880230.7
THA,JPN,13814007.34
TUR,JPN,655609.11
VNM,JPN,1251543.38
XXB,JPN,17842.27
AUT,JPN,3608968.69
BGR,JPN,292098.01
BLX,JPN,66213393.21
CHE,JPN,13963808.61
CZE,JPN,1111918.83
DEU,JPN,13478444.16
DNK,JPN,292711.06
ESP,JPN,4567499.8
FIN,JPN,4067465.79
FRA,JPN,40563643.49
GBR,JPN,3089521.88
GRC,JPN,228201.47
HRV,JPN,47329.13
HUN,JPN,227049.02
IRL,JPN,24056.97
ITA,JPN,21241984.07
LTU,JPN,18465.18
LVA,JPN,143974.22
NLD,JPN,6202713.51
NOR,JPN,76995.38
POL,JPN,1811388.64
PRT,JPN,29710.35
ROU,JPN,48687.77
RUS,JPN,3275.79
SRB,JPN,7255
SVN,JPN,3353
SWE,JPN,627422.58
UKR,JPN,79358.42
CAN,JPN,5927297.82
MEX,JPN,767389.79
USA,JPN,54823268.1
AUS,JPN,31410260.45
FJI,JPN,33974.91
NCL,JPN,233175.62
NZL,JPN,269026.21
PYF,JPN,3867
ARG,JPN,7062837.03
BOL,JPN,6022
BRA,JPN,616769.26
COL,JPN,529279.53
ECU,JPN,115063.36
PER,JPN,140663.84
VEN,JPN,73572.2
EGY,HKG,20314.88
ARE,HKG,2464544.87
CHN,HKG,79294003.42
IDN,HKG,670862.85
IND,HKG,8400555.78
ISR,HKG,552104.42
JPN,HKG,23099221.35
KOR,HKG,5933859.6
LBN,HKG,50792.02
MAC,HKG,289013.98
MYS,HKG,9799008.95
PHL,HKG,823951.14
SAU,HKG,123016.09
SGP,HKG,12304519.52
THA,HKG,581687.84
TUR,HKG,3018222.93
VNM,HKG,471860.46
XXB,HKG,1451435.53
AUT,HKG,45300.68
BGR,HKG,358414.48
BLR,HKG,6605.21
BLX,HKG,30880594.84
CHE,HKG,7477252.49
CZE,HKG,13640.5
DEU,HKG,40565212.04
DNK,HKG,998457.67
ESP,HKG,666885.55
EST,HKG,104116.51
FIN,HKG,2119
FRA,HKG,8950311.26
GBR,HKG,9348005.31
GRC,HKG,43959.21
HRV,HKG,16138
HUN,HKG,176023
IRL,HKG,183141.9
ITA,HKG,62109184.72
LTU,HKG,521268.68
LVA,HKG,198251.82
NLD,HKG,46992094.7
NOR,HKG,19523.79
POL,HKG,6315468.81
PRT,HKG,45015.57
ROU,HKG,461345.06
RUS,HKG,45413
SRB,HKG,4067
SWE,HKG,357922.83
UKR,HKG,62307.86
CAN,HKG,497211.69
DOM,HKG,156724.08
MEX,HKG,14350
USA,HKG,24485899.51
AUS,HKG,9306182.38
NZL,HKG,621780.23
BRA,HKG,251521
COL,HKG,7675
ECU,HKG,16609.04
PER,HKG,3955.56
CIV,SAU,267869.89
EGY,SAU,44750400.07
TUN,SAU,319791
ZAF,SAU,182853.81
ARE,SAU,180797826
BHR,SAU,2651746.58
CHN,SAU,7561159.92
IDN,SAU,917334.07
IND,SAU,13555325.85
JOR,SAU,938346
JPN,SAU,3239
KOR,SAU,73773.33
KWT,SAU,1241048.81
LBN,SAU,22825895
LKA,SAU,21429.82
MYS,SAU,2053291.24
OMN,SAU,811431.69
PHL,SAU,237275.28
QAT,SAU,36263
SGP,SAU,494188.68
SYR,SAU,143734
THA,SAU,96878.91
TUR,SAU,32323416.77
XXB,SAU,5597
AUT,SAU,74537.8
BGR,SAU,1455875
BIH,SAU,7489
BLX,SAU,14219900.59
CHE,SAU,8440460.05
CZE,SAU,901950.44
DEU,SAU,26273895.18
DNK,SAU,67307
ESP,SAU,1988218.46
FIN,SAU,38604
FRA,SAU,2017444.35
GBR,SAU,15926977.17
GRC,SAU,297891.09
HUN,SAU,146132.68
IRL,SAU,614086.23
ITA,SAU,37009196.89
LVA,SAU,35330
NLD,SAU,46024949.9
POL,SAU,21874933.58
PRT,SAU,305634.38
ROU,SAU,1114201
SWE,SAU,636625.29
UKR,SAU,9981
CAN,SAU,83082.64
MEX,SAU,140052.81
USA,SAU,33615214.2
AUS,SAU,72919.06
NZL,SAU,584103.84
ARG,SAU,2137014.28
BRA,SAU,212321.65
COL,SAU,8440
MUS,CHN,12016
TZA,CHN,18258
ARE,CHN,58736.77
BGD,CHN,3590
GEO,CHN,1638
HKG,CHN,17915145.73
IDN,CHN,1116879.73
IND,CHN,21778269.64
IRN,CHN,28190.07
ISR,CHN,1762.96
JPN,CHN,6009936.16
KAZ,CHN,4120735.74
KGZ,CHN,141761.05
KOR,CHN,8804711.6
LBN,CHN,4039.34
MAC,CHN,124792
MNG,CHN,314078.73
MYS,CHN,10208953.72
OMN,CHN,26535.22
PAK,CHN,35471
PHL,CHN,388357.06
SAU,CHN,391667.81
SGP,CHN,16724864.33
THA,CHN,969186.04
TKM,CHN,23393
TUR,CHN,4918890.26
UZB,CHN,3395
VNM,CHN,776519.49
XXB,CHN,2079305.37
AUT,CHN,3435691.55
BGR,CHN,154503.8
BLR,CHN,35600.85
BLX,CHN,36856629.44
CHE,CHN,12108040.24
CZE,CHN,132254.25
DEU,CHN,47399205.83
DNK,CHN,428583
ESP,CHN,5084416.07
FIN,CHN,39959.22
FRA,CHN,10723827.82
GBR,CHN,4111717.71
GRC,CHN,216364.32
HRV,CHN,41372.34
HUN,CHN,302101.32
IRL,CHN,285441.27
ITA,CHN,106686667.2
LTU,CHN,372879.91
LVA,CHN,68023.03
NLD,CHN,3949545.78
NOR,CHN,255632.84
POL,CHN,29187578.36
PRT,CHN,214479.18
ROU,CHN,798334.87
RUS,CHN,22563541.11
SRB,CHN,3882
SVK,CHN,163428.61
SVN,CHN,8191.21
SWE,CHN,1930814.95
UKR,CHN,3418717.24
CAN,CHN,4738671.89
GTM,CHN,3113.07
JAM,CHN,7628
MEX,CHN,1770112.12
USA,CHN,26506125.36
AUS,CHN,5611715.79
NZL,CHN,1979988.1
ARG,CHN,15858.31
BRA,CHN,237995.13
COL,CHN,40105.1
PER,CHN,1249.02
CHN,KOR,33853135.38
HKG,KOR,129046.9
IDN,KOR,3104629.66
IND,KOR,12410789.76
ISR,KOR,73034.74
JPN,KOR,5757335.29
MNG,KOR,1786
MYS,KOR,7810455.28
PHL,KOR,783540.15
SGP,KOR,24940374.88
THA,KOR,1050692.07
TUR,KOR,1020262.72
VNM,KOR,416907.96
XXB,KOR,882906.25
AUT,KOR,148941.19
BGR,KOR,123916.6
BLX,KOR,23081571.79
CHE,KOR,6400722.65
CZE,KOR,83724.81
DEU,KOR,19439470.03
DNK,KOR,58317.33
ESP,KOR,2220718.65
FIN,KOR,567379.65
FRA,KOR,14037782.87
GBR,KOR,2118078.56
GRC,KOR,147848.23
HUN,KOR,382770.85
IRL,KOR,70736.03
ISL,KOR,16006.58
ITA,KOR,23649795.23
MKD,KOR,26983.38
NLD,KOR,15402573.26
NOR,KOR,143709.09
POL,KOR,1960477.46
ROU,KOR,18314.49
RUS,KOR,589160.49
SRB,KOR,22396
SVK,KOR,1121.96
SWE,KOR,608365.76
UKR,KOR,131937.44
CAN,KOR,2084757.4
MEX,KOR,2730937.09
USA,KOR,81889844.05
AUS,KOR,360347.53
NZL,KOR,680665.79
ARG,KOR,21410.04
BRA,KOR,2746165.67
COL,KOR,676379.11
ECU,KOR,100184.37
PER,KOR,1302.91
VEN,KOR,33710.63
CIV,USA,26224615.03
CMR,USA,40415.15
EGY,USA,51496.6
GHA,USA,393133.83
MDG,USA,308074.52
NGA,USA,3466.78
STP,USA,127527.77
ZAF,USA,398164.02
ARE,USA,341347.33
ARM,USA,28064.54
BHR,USA,1114
CHN,USA,5083897.41
CYP,USA,91395.86
GEO,USA,65248
HKG,USA,1372137.59
IDN,USA,170069.41
IND,USA,542160.82
ISR,USA,11894254.07
JOR,USA,295588.69
JPN,USA,5771570.43
KOR,USA,426747.02
LBN,USA,616553.49
MYS,USA,1417440.02
OMN,USA,42004.79
PAK,USA,5970.84
PHL,USA,8273150.59
PSE,USA,3518
SAU,USA,26467.08
SGP,USA,2096063.83
THA,USA,1238321.95
TUR,USA,6809482.53
VNM,USA,899234.58
XXB,USA,86318.62
AUT,USA,11097138.18
BGR,USA,1416519.42
BIH,USA,5931.64
BLR,USA,733461.17
BLX,USA,127048694
CHE,USA,58150886.49
CZE,USA,2521257.29
DEU,USA,134704026.3
DNK,USA,8007017.72
ESP,USA,12610134.39
EST,USA,4399
FIN,USA,141574.4
FRA,USA,40907436.14
GBR,USA,24087090.05
GRC,USA,759026.55
HRV,USA,1283255.55
HUN,USA,687028.43
IRL,USA,34405250.84
ISL,USA,788211.67
ITA,USA,39583135.22
LTU,USA,1018289.18
LVA,USA,1482420.39
MDA,USA,135695.01
MKD,USA,136537.53
NLD,USA,12738445.12
NOR,USA,312276.17
POL,USA,33500770.02
PRT,USA,340645.24
ROU,USA,490116.03
RUS,USA,4546541.45
SRB,USA,1646455.25
SVK,USA,95222.62
SVN,USA,11555.39
SWE,USA,8077695.9
UKR,USA,2543176.93
ABW,USA,72171
BLZ,USA,56967
BMU,USA,1034
BRB,USA,429453
CAN,USA,1302590968
CRI,USA,775909.64
DOM,USA,4272481.18
GRD,USA,140471.46
GTM,USA,727334.48
HND,USA,92360.49
JAM,USA,27113.55
MEX,USA,495529740.9
NIC,USA,28578.36
SLV,USA,997563.14
TTO,USA,265973
AUS,USA,1191831.94
FJI,USA,4498
NCL,USA,3710
NZL,USA,369846.6
ARG,USA,614687.68
BOL,USA,22912
BRA,USA,2893618.32
CHL,USA,34986.12
COL,USA,12372391.63
ECU,USA,1377033.88
PER,USA,4188795.57
URY,USA,459905.41
VEN,USA,1057220.69
CIV,CAN,680096.44
DZA,CAN,4697.59
GHA,CAN,9558.67
MAR,CAN,1202
MDG,CAN,4491.19
NGA,CAN,1227
TUN,CAN,9327.86
ZAF,CAN,584711.44
ARE,CAN,170027.38
CHN,CAN,5579014.26
HKG,CAN,8362.64
IDN,CAN,8761.98
IND,CAN,100347.9
ISR,CAN,1301450.13
JOR,CAN,97643.23
JPN,CAN,779820.87
KOR,CAN,33436.65
LBN,CAN,104110.64
LKA,CAN,3958.2
MYS,CAN,57053.19
OMN,CAN,1375.51
PAK,CAN,3260.24
PHL,CAN,243605.15
SAU,CAN,12324.87
SGP,CAN,13346.59
SYR,CAN,11289.31
THA,CAN,10597.65
TUR,CAN,4819367.91
VNM,CAN,106811.61
XXB,CAN,24830.36
AUT,CAN,874484.86
BGR,CAN,251697.22
BLR,CAN,2697.9
BLX,CAN,41898058.76
CHE,CAN,58230015.62
CZE,CAN,844609.69
DEU,CAN,45720336.18
DNK,CAN,1216336.16
ESP,CAN,2533496.01
FIN,CAN,45751.91
FRA,CAN,34054823.84
GBR,CAN,38229002.11
GRC,CAN,154276.83
HRV,CAN,420998.66
HUN,CAN,1615560.09
IRL,CAN,4420455.27
ISL,CAN,16387
ITA,CAN,19602683.95
LTU,CAN,155739.9
LVA,CAN,145521.33
MDA,CAN,4711.59
MKD,CAN,205576.18
NLD,CAN,5724555.74
NOR,CAN,72268.44
POL,CAN,15950483.6
PRT,CAN,110480.94
ROU,CAN,516350.85
RUS,CAN,701681.88
SRB,CAN,73168.12
SVK,CAN,1005840.44
SVN,CAN,196903.84
SWE,CAN,1941616
UKR,CAN,180192.25
BRB,CAN,6923
CRI,CAN,30002.37
DOM,CAN,1986.36
GRD,CAN,1119
HND,CAN,4160
JAM,CAN,20037.82
MEX,CAN,56396660.14
SLV,CAN,3739.31
TTO,CAN,2324
USA,CAN,594008577.4
AUS,CAN,318953.16
FJI,CAN,1570.9
NZL,CAN,280737.74
ARG,CAN,3257061.7
BRA,CAN,146918.06
CHL,CAN,4188.41
COL,CAN,727293.86
ECU,CAN,47379.03
PER,CAN,1425975.52
PRY,CAN,10703.7
URY,CAN,13181.49
VEN,CAN,2588
MDG,AUS,92499.97
MRT,AUS,28524
ZAF,AUS,336778.66
ARE,AUS,883535.91
BGD,AUS,41517.97
CHN,AUS,11707282.12
CYP,AUS,3077.84
GEO,AUS,7598.35
HKG,AUS,219869.83
IDN,AUS,318739.35
IND,AUS,259995.8
IRN,AUS,208751.94
ISR,AUS,939089.03
JPN,AUS,1010378.16
KOR,AUS,1610406.42
LBN,AUS,79922.5
LKA,AUS,8297.66
MYS,AUS,2334367.38
PHL,AUS,150903.09
SAU,AUS,3195.93
SGP,AUS,29921254.39
THA,AUS,1080363.32
TUR,AUS,493780.82
VNM,AUS,423289.09
XXB,AUS,88675.93
AUT,AUS,1807440.84
BGR,AUS,231023.17
BIH,AUS,42999
BLR,AUS,2828.2
BLX,AUS,36239326.89
CHE,AUS,22916456.39
CZE,AUS,181034.21
DEU,AUS,74025226.8
DNK,AUS,322708.08
ESP,AUS,4334329.7
EST,AUS,2479.92
FIN,AUS,43782.96
FRA,AUS,23816771.14
GBR,AUS,33735791.97
GRC,AUS,357326.77
HRV,AUS,428848.51
HUN,AUS,1356236.1
IRL,AUS,1411296.55
ITA,AUS,34574261.21
LTU,AUS,734068.4
LVA,AUS,12473.57
MKD,AUS,39152.63
NLD,AUS,8362098.93
NOR,AUS,46532.68
POL,AUS,11283521.95
PRT,AUS,9886.01
ROU,AUS,21484.59
RUS,AUS,45036.18
SRB,AUS,143890.32
SVK,AUS,557276.8
SVN,AUS,9797.06
SWE,AUS,539650.9
UKR,AUS,94186.58
ATG,AUS,1211927.14
CAN,AUS,18616096.18
DOM,AUS,1757.32
MEX,AUS,244640.42
USA,AUS,59294638.34
NCL,AUS,5833.34
NZL,AUS,72904518.13
SLB,AUS,2480
ARG,AUS,15785391.82
BRA,AUS,25654.76
COL,AUS,64260.07
ECU,AUS,36069.26
PER,AUS,155466.18
COG,BRA,3059.45
ZAF,BRA,1772
ARE,BRA,31521.76
CHN,BRA,1591098.17
ISR,BRA,8222.09
JPN,BRA,35337.39
TUR,BRA,2745342.6
VNM,BRA,5078.17
AUT,BRA,140168.92
BGR,BRA,56837.62
BLX,BRA,15121069.56
CHE,BRA,17763409.59
CZE,BRA,6063.02
DEU,BRA,12886895.56
DNK,BRA,5492.04
ESP,BRA,8016685.75
FIN,BRA,9036
FRA,BRA,3805318.85
GBR,BRA,1201096.3
HUN,BRA,505403.03
IRL,BRA,7398080.83
ITA,BRA,14681846.98
NLD,BRA,753468.02
POL,BRA,2384627.14
PRT,BRA,455576.62
ROU,BRA,106537.76
SVK,BRA,92210
SWE,BRA,155866.84
CAN,BRA,964314.26
CRI,BRA,117074.31
MEX,BRA,1195483.01
USA,BRA,25656162.19
NZL,BRA,26880
ARG,BRA,48074678.33
CHL,BRA,92603.73
COL,BRA,5026.74
ECU,BRA,9338959.22
URY,BRA,9304.75
VEN,BRA,20256
