country_origin_id,country_destination_id,export_val
CAN,GTM,16253.97
CAN,HND,12147
CAN,JAM,269513.96
CAN,MEX,33800702.8
CAN,NIC,19364.24
CAN,PAN,1295467.96
CAN,SLV,30790.02
CAN,SPM,77703
CAN,TTO,217539
CAN,USA,1302590968
CAN,VCT,4711
CAN,AUS,18616096.18
CAN,NCL,1244.63
CAN,NZL,3566148.9
CAN,PYF,5863.83
CAN,BRA,964314.26
CAN,CHL,377245.12
CAN,COL,2015838.74
CAN,GUY,10675.31
CAN,PER,41411.13
CAN,SUR,27694
MEX,AGO,2834514.3
MEX,CIV,10829.5
MEX,EGY,63599.76
MEX,MOZ,304857.38
MEX,ZAF,44664.88
MEX,ARE,1111586
MEX,ARM,1495.63
MEX,AZE,19922.88
MEX,BHR,29291.07
MEX,CHN,1770112.12
MEX,GEO,234055
MEX,HKG,14350
MEX,ISR,841228.3
MEX,JOR,870328.31
MEX,JPN,767389.79
MEX,KAZ,60254.26
MEX,KGZ,2852.05
MEX,KOR,2730937.09
MEX,KWT,22472.41
MEX,MNG,461554.81
MEX,MYS,661198.44
MEX,NPL,3894.15
MEX,PSE,112438
MEX,QAT,30323.77
MEX,SAU,140052.81
MEX,SGP,1416098.23
MEX,THA,130376.98
MEX,VNM,330152.55
MEX,XXB,1154144.67
MEX,AUT,17211.18
MEX,BLX,26931.05
MEX,CHE,17517.42
MEX,DEU,40183.56
MEX,DNK,3164.56
MEX,ESP,12741.94
MEX,FRA,5203.67
MEX,GBR,94444.13
MEX,HUN,10866.62
MEX,ITA,10926.33
MEX,MKD,5736.79
MEX,NLD,4280.72
MEX,POL,7105.48
MEX,BLZ,304065.41
MEX,BRB,6581.09
MEX,CAN,56396660.14
MEX,CRI,5032679.28
MEX,CUB,989987
MEX,DOM,427750.87
MEX,GTM,7039054.15
MEX,HND,2357084
MEX,JAM,20166.29
MEX,KNA,1924
MEX,NIC,2870495.1
MEX,PAN,2436156.39
MEX,SLV,3755812.46
MEX,TTO,98843
MEX,USA,495529740.9
MEX,AUS,244640.42
MEX,NZL,69250.01
MEX,ARG,1123013.62
MEX,BOL,432380.5
MEX,BRA,1195483.01
MEX,CHL,2657974.82
MEX,COL,3801398.42
MEX,ECU,153419.78
MEX,GUY,62022.29
MEX,PER,663758.36
MEX,PRY,89966.56
MEX,URY,86785.06
TUR,AGO,713982.43
TUR,BDI,2698
TUR,BEN,546185.17
TUR,BFA,331900.87
TUR,CAF,19575
TUR,CIV,320751.49
TUR,CMR,844046.1
TUR,COD,358376
TUR,COG,471123
TUR,CPV,128665.92
TUR,DJI,193334
TUR,DZA,15142888.61
TUR,EGY,16540438.76
TUR,ETH,389978.26
TUR,GAB,163231
TUR,GHA,844220
TUR,GIN,460554.45
TUR,GMB,250777
TUR,GNB,167746
TUR,GNQ,198454
TUR,KEN,617797
TUR,LBR,20889
TUR,LBY,28125022
TUR,MAR,1733844.54
TUR,MDG,131104.58
TUR,MLI,574911
TUR,MOZ,250729.7
TUR,MRT,1567116
TUR,MUS,370318.65
TUR,MWI,31053.3
TUR,NER,1432861.28
TUR,NGA,3123822
TUR,RWA,30220.92
TUR,SDN,7551036.54
TUR,SEN,860867.63
TUR,SLE,166393
TUR,SOM,354343
TUR,STP,2042.69
TUR,TCD,179905
TUR,TGO,62147.81
TUR,TUN,1700777.24
TUR,TZA,196438.68
TUR,UGA,267109.79
TUR,ZAF,1914330.18
TUR,ZMB,81255.6
TUR,ZWE,227941.65
TUR,AFG,1653419.72
TUR,ARE,23792236
TUR,ARM,152952
TUR,AZE,11000982.4
TUR,BGD,752879
TUR,BHR,2434556.58
TUR,BRN,6550
TUR,CHN,4918890.26
TUR,GEO,4756066.85
TUR,HKG,3018222.93
TUR,IDN,52516
TUR,IND,5787476.4
TUR,IRN,7467075
TUR,IRQ,95039631
TUR,ISR,3846513.98
TUR,JOR,7360862.33
TUR,JPN,655609.11
TUR,KAZ,4486380.49
TUR,KGZ,1334457.5
TUR,KHM,27409
TUR,KOR,1020262.72
TUR,KWT,4946502.63
TUR,LBN,10114508
TUR,LKA,65627.94
TUR,MDV,29569.68
TUR,MNG,1562206.46
TUR,MYS,547874.83
TUR,NPL,313810.72
TUR,OMN,2556957.06
TUR,PAK,499640.1
TUR,PHL,356373.08
TUR,PSE,9877073.66
TUR,QAT,5162241.72
TUR,SAU,32323416.77
TUR,SGP,2296558.26
TUR,SYR,15648447
TUR,THA,177608.55
TUR,TJK,1666146
TUR,TKM,5361237
TUR,UZB,752619
TUR,VNM,490495.06
TUR,XXB,574411.94
TUR,YEM,7916771.85
TUR,ALB,2167329
TUR,AUT,472739.75
TUR,BGR,4574543.03
TUR,BIH,2555812.13
TUR,BLR,229055.98
TUR,BLX,1120681.37
TUR,CHE,151046.83
TUR,CZE,1396229.19
TUR,DEU,4762453.82
TUR,DNK,138178.01
TUR,ESP,523738.54
TUR,EST,137390.16
TUR,FIN,203092.87
TUR,FRA,770458.94
TUR,GBR,2984022.49
TUR,GRC,4460987.85
TUR,HRV,106466.83
TUR,HUN,911876.91
TUR,IRL,29707.66
TUR,ITA,2391367.68
TUR,LTU,904071.68
TUR,LVA,224758.71
TUR,MDA,222077.26
TUR,MKD,1265625.89
TUR,MLT,38051.38
TUR,MNE,80679.37
TUR,NLD,1719851.71
TUR,NOR,316907.22
TUR,POL,456179.14
TUR,PRT,23009.04
TUR,ROU,4894951.57
TUR,RUS,1984459.4
TUR,SRB,1561865.34
TUR,SVK,1088853.81
TUR,SVN,16340.67
TUR,SWE,704243.28
TUR,UKR,334576.91
TUR,BRB,33657.9
TUR,CAN,4819367.91
TUR,CRI,690379.03
TUR,CUB,60105
TUR,DMA,33040
TUR,DOM,1695003.23
TUR,GTM,476836.17
TUR,HND,302527
TUR,HTI,221400
TUR,JAM,308069.9
TUR,MEX,686433.29
TUR,NIC,342740.43
TUR,PAN,838320.54
TUR,SLV,94181.57
TUR,TTO,166488
TUR,USA,6809482.53
TUR,VCT,1764.12
TUR,AUS,493780.82
TUR,FJI,24332.84
TUR,NCL,1315.33
TUR,NZL,113954.19
TUR,PLW,25001.39
TUR,PNG,38233
TUR,WSM,1885
TUR,BOL,602634.92
TUR,BRA,2745342.6
TUR,CHL,471103.28
TUR,COL,1184064.02
TUR,GUY,39599.3
TUR,PER,709644.84
TUR,PRY,67246.82
TUR,SUR,64508
TUR,URY,104449.94
ARE,AGO,64226.27
ARE,BDI,112196
ARE,BEN,6488.97
ARE,CMR,1012.24
ARE,DZA,426778
ARE,EGY,28702189.68
ARE,ETH,53440
ARE,GIN,46544.33
ARE,MAR,7836735.53
ARE,MDG,15023.68
ARE,MOZ,182923.79
ARE,MUS,185970.9
ARE,MWI,11199.29
ARE,NER,3834.06
ARE,RWA,95898.72
ARE,SDN,350322.62
ARE,SEN,8761.61
ARE,SLE,237783.77
ARE,STP,1617.75
ARE,SYC,317833.97
ARE,TGO,6190.29
ARE,TUN,399997
ARE,TZA,191596.74
ARE,UGA,95684.34
ARE,ZAF,1161118.9
ARE,ZMB,101312.86
ARE,ZWE,52079.42
ARE,AFG,2477955
ARE,ARM,67218
ARE,BHR,10478973
ARE,BRN,226965.22
ARE,CHN,58736.77
ARE,GEO,106799
ARE,HKG,2464544.87
ARE,IND,12452345
ARE,JOR,12864142
ARE,JPN,187740.96
ARE,KAZ,9724
ARE,KWT,36016856
ARE,LKA,1090524.47
ARE,MDV,4152882.33
ARE,MYS,639952.81
ARE,NPL,1335161
ARE,OMN,32381958
ARE,PAK,1875696.29
ARE,PHL,52112.61
ARE,PSE,4442446
ARE,QAT,19961912
ARE,SAU,180797826
ARE,SGP,1216725.03
ARE,THA,54962.44
ARE,TUR,28666
ARE,XXB,7895.9
ARE,YEM,4888731.93
ARE,AUT,47724
ARE,BGR,2071
ARE,BLX,16811.95
ARE,CHE,22619
ARE,DEU,736683
ARE,DNK,2327.73
ARE,FRA,43459.38
ARE,GBR,405286.57
ARE,IRL,8462
ARE,ITA,15623
ARE,NLD,7577.92
ARE,POL,237417
ARE,RUS,33243
ARE,SWE,16072.36
ARE,UKR,114901
ARE,CAN,170027.38
ARE,USA,341347.33
ARE,AUS,883535.91
ARE,NZL,6134.75
ARE,BRA,31521.76
SGP,BEN,4012.84
SGP,CMR,28394
SGP,EGY,1729.98
SGP,ETH,1453.26
SGP,KEN,233072
SGP,MAR,116714.86
SGP,MDG,8161
SGP,MUS,114095.95
SGP,NGA,289272
SGP,SYC,65820.45
SGP,TZA,1908.62
SGP,UGA,15226.93
SGP,ZAF,5583773.22
SGP,AFG,48997.57
SGP,ARE,3999960
SGP,ARM,91880.18
SGP,AZE,93772
SGP,BGD,614732
SGP,BHR,7660.79
SGP,BRN,4384833.67
SGP,BTN,18014
SGP,CHN,16724864.33
SGP,CYP,10394.43
SGP,GEO,184208
SGP,HKG,12304519.52
SGP,IDN,36055742
SGP,IND,11808358.19
SGP,IRN,321219
SGP,IRQ,21552
SGP,JOR,259388.4
SGP,JPN,160880230.7
SGP,KAZ,113865.62
SGP,KGZ,10426.36
SGP,KHM,397915.48
SGP,KOR,24940374.88
SGP,KWT,46039.98
SGP,LBN,313776
SGP,LKA,1098654.58
SGP,MAC,213677
SGP,MDV,936714.97
SGP,MMR,1539078
SGP,MNG,180511.59
SGP,MYS,23501444.08
SGP,NPL,16450.04
SGP,OMN,107585.66
SGP,PAK,136712.2
SGP,PHL,4089377.13
SGP,PRK,3146
SGP,QAT,514496.88
SGP,SAU,494188.68
SGP,THA,5596607.8
SGP,TJK,3166
SGP,TKM,20653
SGP,TLS,55332
SGP,UZB,4613
SGP,VNM,2425430.94
SGP,XXB,3796139.83
SGP,YEM,116964
SGP,CHE,4429.83
SGP,GBR,285609.3
SGP,IRL,1362.9
SGP,LVA,7718.04
SGP,MLT,1413.91
SGP,NLD,1054129.96
SGP,UKR,49256
SGP,CAN,13346.59
SGP,CRI,260475.81
SGP,GTM,68629.22
SGP,MEX,1640261.99
SGP,USA,2096063.83
SGP,AUS,29921254.39
SGP,FJI,3319
SGP,GUM,432785
SGP,KIR,20312
SGP,NCL,6247
SGP,NZL,6117904.27
SGP,PNG,62162
SGP,SLB,92013.46
SGP,TON,11405
SGP,VUT,5552
SGP,WSM,4292.26
SGP,CHL,865230.79
SGP,GUY,442094
SGP,SUR,357139
CHN,AGO,1109872.56
CHN,BDI,1014.24
CHN,BEN,880892.69
CHN,BFA,27902.11
CHN,CMR,126458.23
CHN,COM,15960
CHN,DZA,229831.48
CHN,EGY,1300306.72
CHN,ETH,72334.94
CHN,GHA,1366057
CHN,GIN,88054.39
CHN,KEN,46569
CHN,MAR,39359.66
CHN,MDG,25338.29
CHN,MOZ,8221.98
CHN,MUS,117227.66
CHN,NER,29230.23
CHN,NGA,1816761
CHN,RWA,10605.07
CHN,SDN,109940.16
CHN,SEN,117733.78
CHN,SLE,23562
CHN,TGO,207891.9
CHN,TZA,85807.22
CHN,UGA,44320.17
CHN,ZAF,1643147.34
CHN,ZMB,1238.1
CHN,AFG,3422908
CHN,ARE,3824801
CHN,ARM,216451.25
CHN,AZE,13403
CHN,BGD,1926708
CHN,BHR,535365.41
CHN,BRN,30200.21
CHN,GEO,90029.37
CHN,HKG,79294003.42
CHN,IDN,11277068
CHN,IND,968883.27
CHN,IRQ,122146
CHN,ISR,1017937.53
CHN,JOR,833197.24
CHN,JPN,26620551.54
CHN,KAZ,212394.55
CHN,KGZ,9040.01
CHN,KHM,4744.44
CHN,KOR,33853135.38
CHN,KWT,2063876.47
CHN,LBN,97885
CHN,LKA,190647.61
CHN,MAC,70038.96
CHN,MDV,108454.01
CHN,MMR,258337
CHN,MNG,372799.12
CHN,MYS,15142503.11
CHN,NPL,142798.59
CHN,OMN,539240.28
CHN,PAK,663731.35
CHN,PHL,16955136.46
CHN,PRK,1694044
CHN,PSE,456613.27
CHN,QAT,546438.61
CHN,SAU,7561159.92
CHN,SGP,10925232.3
CHN,THA,22865758.61
CHN,TUR,20170
CHN,VNM,3996766.15
CHN,XXB,4280829.92
CHN,YEM,424960.85
CHN,AUT,243639.08
CHN,BLR,16206.78
CHN,BLX,4512730.91
CHN,CHE,154280.24
CHN,CZE,202922.75
CHN,DEU,2060247.53
CHN,DNK,24648
CHN,ESP,62519.59
CHN,EST,50803.38
CHN,FIN,31971.07
CHN,FRA,209044.29
CHN,GBR,6909835
CHN,IRL,173954.02
CHN,ISL,9296.2
CHN,ITA,2075.81
CHN,MDA,31151.13
CHN,NLD,407885.09
CHN,NOR,110036.71
CHN,POL,520893.09
CHN,ROU,56562.75
CHN,RUS,665508.81
CHN,SRB,4849
CHN,SVK,17656.5
CHN,SVN,10576.97
CHN,SWE,50655.41
CHN,UKR,310869.47
CHN,ATG,113943.84
CHN,BHS,93392
CHN,BRB,6210.03
CHN,CAN,5579014.26
CHN,CRI,477425.53
CHN,DOM,121668.36
CHN,GRL,12279.58
CHN,GTM,272592.65
CHN,HND,137504
CHN,MEX,1304550.97
CHN,NIC,53959.39
CHN,PAN,202761.7
CHN,SLV,90936.62
CHN,USA,5083897.41
CHN,AUS,11707282.12
CHN,FJI,84049.54
CHN,NCL,11431.2
CHN,NZL,2738578.52
CHN,PNG,506469
CHN,PYF,17009.08
CHN,SLB,1257.25
CHN,WSM,2123.24
CHN,BOL,399125.76
CHN,BRA,1591098.17
CHN,CHL,771591.95
CHN,COL,2311898.46
CHN,ECU,159076.32
CHN,GUY,65210.55
CHN,PER,980498.2
CHN,PRY,90815.56
CHN,URY,147432.73
