country_origin_id,country_destination_id,export_val
POL,ITA,50380438.5
POL,LTU,27328373.01
POL,LVA,8528363.17
POL,MDA,869964.43
POL,MKD,2951462.24
POL,MLT,399208.21
POL,MNE,841894.3
POL,NLD,91144973.75
POL,NOR,4042008.9
POL,PRT,2066784.49
POL,ROU,37976576.69
POL,RUS,48337058.15
POL,SRB,9905570.18
POL,SVK,28200741.42
POL,SVN,5939580.64
POL,SWE,8973598.03
POL,UKR,15483535.97
POL,BRB,21539
POL,CAN,15950483.6
POL,CRI,126013.55
POL,DOM,9157.05
POL,GRL,36738.37
POL,GTM,79471.2
POL,HND,3150
POL,MAF,19730
POL,MEX,1530480.49
POL,NIC,18543
POL,PAN,32507
POL,SLV,3795.43
POL,TTO,1265
POL,USA,33500770.02
POL,ASM,32634
POL,AUS,11283521.95
POL,FJI,43719.7
POL,NCL,31091.66
POL,NZL,2337448.74
POL,PYF,49087
POL,BRA,2384627.14
POL,CHL,1218076.72
POL,COL,124746.03
POL,PER,184525.3
POL,PRY,17669
POL,URY,249620.15
CHE,AGO,87307.86
CHE,CIV,176240.01
CHE,CMR,22683.95
CHE,COD,1392
CHE,COG,31472
CHE,CPV,6857
CHE,DZA,1156276.97
CHE,EGY,1025056.51
CHE,ETH,522681.27
CHE,GHA,27650
CHE,KEN,172747
CHE,LBY,1087800
CHE,MAR,800581.42
CHE,MDG,36435.17
CHE,MUS,2034016.82
CHE,MWI,12224.72
CHE,NGA,126084
CHE,SEN,157312.48
CHE,SLE,140752
CHE,SYC,348727.26
CHE,TUN,1198728.39
CHE,TZA,95229.59
CHE,UGA,93751.67
CHE,ZAF,4027574.94
CHE,ZMB,80780.17
CHE,ZWE,46901.03
CHE,AFG,3021.54
CHE,ARE,25913611
CHE,ARM,465551.95
CHE,AZE,265690.31
CHE,BHR,1584015.21
CHE,BRN,187451.4
CHE,CHN,12108040.24
CHE,CYP,1637556.2
CHE,GEO,22707.58
CHE,HKG,7477252.49
CHE,IDN,1244007
CHE,IND,4300332.8
CHE,IRN,359788
CHE,IRQ,947152
CHE,ISR,11015579.48
CHE,JOR,549988.07
CHE,JPN,13963808.61
CHE,KAZ,441037.04
CHE,KGZ,11556.69
CHE,KHM,27501.31
CHE,KOR,6400722.65
CHE,KWT,6510605.48
CHE,LBN,1656556
CHE,LKA,2681352.74
CHE,MAC,45618.18
CHE,MDV,24833.55
CHE,MNG,74490.59
CHE,MYS,4805749.17
CHE,NPL,171099.11
CHE,OMN,7638097.39
CHE,PAK,202448.9
CHE,PHL,13187843.95
CHE,QAT,6745305.66
CHE,SAU,8440460.05
CHE,SGP,16834518.6
CHE,SYR,5985
CHE,THA,5236916.42
CHE,TKM,64453
CHE,TUR,5549579.4
CHE,UZB,10752
CHE,VNM,435516.26
CHE,XXB,3153271.74
CHE,YEM,97729.71
CHE,ALB,123815.95
CHE,AND,1252808
CHE,AUT,14452802.77
CHE,BGR,178424.41
CHE,BIH,130501.97
CHE,BLR,438303.48
CHE,BLX,11051287.2
CHE,CZE,4251835.18
CHE,DEU,269144131.7
CHE,DNK,2712291.52
CHE,ESP,17470737.68
CHE,EST,2538352.55
CHE,FIN,4355238.37
CHE,FRA,85812728.58
CHE,GBR,32010863.35
CHE,GIB,86637
CHE,GRC,201910.16
CHE,HRV,508508.33
CHE,HUN,266492.82
CHE,IRL,1013857.05
CHE,ISL,681629.51
CHE,ITA,25850874.54
CHE,LTU,198701.87
CHE,LVA,101116.32
CHE,MDA,140864.54
CHE,MKD,587412.4
CHE,MLT,917969.36
CHE,MNE,58548
CHE,NLD,15834554.4
CHE,NOR,3499180.46
CHE,POL,2990657.16
CHE,PRT,179374.24
CHE,ROU,242992.6
CHE,RUS,9795518.24
CHE,SRB,285779.47
CHE,SVK,3595141.08
CHE,SVN,2267557.94
CHE,SWE,4541236.48
CHE,UKR,592932.32
CHE,ABW,18110
CHE,AIA,5130
CHE,BHS,2413.84
CHE,BLZ,20201.87
CHE,BMU,1503
CHE,BRB,81767.09
CHE,CAN,58230015.62
CHE,CRI,495916.5
CHE,CUW,1549
CHE,DOM,57774.63
CHE,GRL,8125
CHE,GTM,12307.87
CHE,JAM,64782.57
CHE,MEX,545130.71
CHE,NIC,8172.78
CHE,PAN,957967.63
CHE,SLV,31395.16
CHE,TTO,18501
CHE,USA,58150886.49
CHE,AUS,22916456.39
CHE,FJI,134371.5
CHE,GUM,41714
CHE,NCL,51347.66
CHE,NZL,9570766.86
CHE,PLW,17271.79
CHE,PNG,18574
CHE,PYF,316267.49
CHE,ARG,1279374.72
CHE,BOL,36696.5
CHE,BRA,17763409.59
CHE,CHL,3087151.43
CHE,COL,1643811.49
CHE,ECU,26689.31
CHE,PER,275465.46
CHE,PRY,473195.89
CHE,URY,225232.4
CHE,VEN,113199
GBR,AGO,8148.96
GBR,CIV,11376.98
GBR,CMR,4518.91
GBR,DZA,39544.18
GBR,EGY,2074625.68
GBR,ETH,54278.24
GBR,GHA,305485
GBR,GIN,2844
GBR,GMB,4963
GBR,KEN,389525
GBR,LBR,3377
GBR,LBY,4103166
GBR,MAR,188108.47
GBR,MDG,9939.86
GBR,MOZ,13936.54
GBR,MUS,663907.05
GBR,MWI,10888.42
GBR,NGA,980174
GBR,RWA,13610.27
GBR,SDN,283090.21
GBR,SEN,2742.11
GBR,SHN,496877
GBR,SLE,548717.19
GBR,SSD,132236
GBR,SYC,57563.3
GBR,TUN,2413.93
GBR,TZA,497475.23
GBR,UGA,108241.9
GBR,ZAF,4398424.73
GBR,ZMB,11532.56
GBR,ZWE,14050.76
GBR,AFG,23027
GBR,ARE,23462749
GBR,ARM,19630.09
GBR,AZE,71202.96
GBR,BGD,56917
GBR,BHR,1777888.91
GBR,BRN,316508.97
GBR,CHN,4111717.71
GBR,CYP,4620454.25
GBR,GEO,13272.61
GBR,HKG,9348005.31
GBR,IDN,20915
GBR,IND,1074936.63
GBR,IRQ,732357
GBR,ISR,5878858.41
GBR,JOR,6368446.07
GBR,JPN,3089521.88
GBR,KAZ,24416.27
GBR,KHM,19528.74
GBR,KOR,2118078.56
GBR,KWT,6117972.72
GBR,LBN,3326260
GBR,LKA,3381223.81
GBR,MAC,52519.95
GBR,MDV,121376.8
GBR,MYS,1057352.35
GBR,NPL,136502.93
GBR,OMN,3820647.73
GBR,PAK,757604.9
GBR,PHL,911666.74
GBR,PSE,2367608.07
GBR,QAT,2213508.92
GBR,SAU,15926977.17
GBR,SGP,6448335.3
GBR,THA,1047855.1
GBR,TKM,1798
GBR,TUR,3363586.53
GBR,VNM,99402.49
GBR,XXB,192953.44
GBR,YEM,24027.9
GBR,ALB,35346
GBR,AUT,2812944.41
GBR,BGR,214532.01
GBR,BIH,247008.11
GBR,BLR,203800
GBR,BLX,27208840.74
GBR,CHE,5224532.72
GBR,CZE,4780344.09
GBR,DEU,56111001.1
GBR,DNK,10129067.46
GBR,ESP,15495680.96
GBR,EST,188709.81
GBR,FIN,2974203.23
GBR,FRA,49465907.2
GBR,GIB,1473616
GBR,GRC,4652441.41
GBR,HRV,941273.47
GBR,HUN,775555.1
GBR,IRL,218952665.3
GBR,ISL,3134467.98
GBR,ITA,3989551.9
GBR,LTU,1942716.21
GBR,LVA,128423.28
GBR,MDA,6948.1
GBR,MKD,32845.53
GBR,MLT,5393620.61
GBR,NLD,98904971.12
GBR,NOR,6277740.68
GBR,POL,38673545.07
GBR,PRT,4752361.48
GBR,ROU,255211.76
GBR,RUS,3947722.64
GBR,SMR,6121
GBR,SRB,141885.64
GBR,SVK,2471230.43
GBR,SVN,274085.97
GBR,SWE,8534489.77
GBR,UKR,380666.62
GBR,ABW,68829.89
GBR,AIA,6318
GBR,ATG,219894.85
GBR,BES,44980
GBR,BHS,240882.66
GBR,BLZ,218033.84
GBR,BMU,460776.74
GBR,BRB,1352127.04
GBR,CAN,38229002.11
GBR,CRI,159476.83
GBR,CUW,198955
GBR,CYM,215324
GBR,DMA,37800
GBR,DOM,95901.71
GBR,GRD,43335
GBR,GRL,125240.99
GBR,HTI,7109
GBR,JAM,837727.92
GBR,KNA,34073
GBR,LCA,81926
GBR,MEX,1164516.02
GBR,NIC,6070.38
GBR,PAN,240620.24
GBR,SLV,183767.89
GBR,TCA,12111
GBR,TTO,1498872
GBR,USA,24087090.05
GBR,VCT,83355.4
GBR,VGB,99736
GBR,AUS,33735791.97
GBR,FJI,352656.08
GBR,NCL,62090.2
GBR,NZL,6300622.22
GBR,PYF,16514.4
GBR,ARG,925670.76
GBR,BOL,340041.76
GBR,BRA,1201096.3
GBR,CHL,2185194.38
GBR,COL,243295.82
GBR,ECU,85018.68
GBR,FLK,532276
GBR,GUY,1036847.51
GBR,PER,233708.29
GBR,PRY,26863.65
GBR,SUR,175186
GBR,URY,256836.79
AUT,CIV,6908.58
AUT,CMR,3854.98
AUT,DZA,687562.07
AUT,EGY,32408.15
AUT,LBY,140763
AUT,MAR,114631.96
AUT,MDG,5119.46
AUT,MUS,112192.55
AUT,ZAF,250941.6
AUT,ARE,69979
AUT,ARM,83063
AUT,AZE,28314.5
AUT,BHR,37677.11
AUT,CHN,3435691.55
AUT,CYP,199071.32
AUT,GEO,26685.62
AUT,HKG,45300.68
AUT,IRN,237626
AUT,IRQ,1388
AUT,ISR,5428371.91
AUT,JOR,9316
AUT,JPN,3608968.69
AUT,KAZ,35345.31
AUT,KGZ,2221.5
AUT,KOR,148941.19
AUT,KWT,412445.87
AUT,LBN,6894
AUT,MDV,8685
AUT,MNG,56256.78
AUT,MYS,158797.14
AUT,NPL,3772.93
AUT,PHL,31209.83
AUT,PSE,315353
AUT,QAT,18251.99
AUT,SAU,74537.8
AUT,SGP,880285.01
AUT,THA,145972.76
AUT,TJK,1794
AUT,TKM,20295
AUT,TUR,1581292.01
AUT,UZB,2042
AUT,VNM,5362.35
AUT,XXB,163128.07
AUT,ALB,64955.14
AUT,BGR,5173797.9
AUT,BIH,7013193.39
AUT,BLR,253306.69
AUT,BLX,10965978.44
AUT,CHE,7647831.72
AUT,CZE,30165241.13
AUT,DEU,137175968.9
AUT,DNK,1392308.07
AUT,ESP,25442500.13
AUT,EST,958926.87
AUT,FIN,2523231.32
AUT,FRA,19101401.44
AUT,GBR,7809143.26
AUT,GRC,3609478.08
AUT,HRV,24723582.6
AUT,HUN,12711335.88
AUT,IRL,214071.01
AUT,ISL,116081.88
AUT,ITA,17494380.14
AUT,LTU,2852693.45
AUT,LVA,321071.12
AUT,MDA,123752.65
AUT,MKD,1757417.83
AUT,MLT,57963.7
AUT,MNE,97352.87
AUT,NLD,5581805.84
AUT,NOR,2134902.42
AUT,POL,27784071.53
AUT,PRT,2896966.89
AUT,ROU,8410549.22
AUT,RUS,1113636.75
AUT,SRB,1040438.97
AUT,SVK,11939929.63
AUT,SVN,15917984.34
AUT,SWE,4606372.34
AUT,UKR,1224446.37
AUT,CAN,874484.86
AUT,CRI,4207.96
AUT,DOM,3221.16
AUT,MEX,38732.55
AUT,NIC,2184.74
AUT,PAN,4913.76
AUT,SLV,1063.72
AUT,USA,11097138.18
AUT,VGB,9533
AUT,AUS,1807440.84
AUT,FJI,22236.84
AUT,NCL,8393.05
AUT,NZL,12737.61
AUT,PYF,5501.87
AUT,TKL,1139
AUT,ARG,213311.79
AUT,BRA,140168.92
AUT,CHL,321522.9
AUT,COL,14264.01
AUT,PER,27749.67
AUT,PRY,145815.98
AUT,URY,112673.66
RUS,DZA,252068
RUS,LBY,22750
RUS,AFG,468063.88
RUS,ARE,5546354
RUS,ARM,17463113.41
RUS,AZE,29720582.62
RUS,BHR,292134
RUS,CHN,22563541.11
RUS,GEO,14495705.33
RUS,HKG,45413
RUS,IRN,44658
RUS,IRQ,59653
RUS,ISR,1461971.55
RUS,JOR,7611
RUS,JPN,3275.79
RUS,KAZ,119320372.2
RUS,KGZ,28235404.82
RUS,KOR,589160.49
RUS,KWT,1449697.47
RUS,MNG,16931959.89
RUS,OMN,4955.47
RUS,PAK,235519
RUS,PRK,27995
RUS,QAT,773668.26
RUS,THA,3316.09
RUS,TJK,16050972
RUS,TKM,14748850
RUS,TUR,340468.72
RUS,UZB,14222036
RUS,VNM,191624.15
RUS,XXB,1764361.62
RUS,AUT,1693.98
RUS,BGR,406054.38
RUS,BLR,61446136.83
RUS,CHE,12443
RUS,CZE,127760.35
RUS,DEU,8729699.76
RUS,ESP,630575.64
RUS,EST,833791.94
RUS,FIN,16661
RUS,FRA,948283
RUS,GBR,21462
RUS,GRC,62395.99
RUS,ITA,535591.97
RUS,LTU,1952882.57
RUS,LVA,1999594.67
RUS,MDA,4186906.91
RUS,MNE,13926.71
RUS,NLD,3330797.87
RUS,NOR,435376.24
RUS,POL,2098502.87
RUS,SRB,279748.42
RUS,SVK,3327.2
RUS,SWE,17786
RUS,UKR,31280566.04
RUS,CAN,701681.88
RUS,CUB,19126
RUS,MEX,45017.58
RUS,PAN,5225
RUS,USA,4546541.45
RUS,AUS,45036.18
RUS,NCL,2440.81
RUS,NZL,46374.08
RUS,PER,144832.75
ESP,AGO,94195.52
ESP,BEN,30007.73
ESP,BFA,5007.03
ESP,CIV,75304.76
ESP,CMR,13177.13
ESP,COD,1819
ESP,COG,1052
ESP,COM,13754
ESP,CPV,124777.24
ESP,DZA,10316017.38
ESP,EGY,227127.51
ESP,ETH,74506.19
ESP,GAB,17440
ESP,GHA,22566
ESP,GIN,14849.29
ESP,GNQ,763923
ESP,LBR,3755
ESP,LBY,557086
ESP,MAR,2283742.6
ESP,MDG,13908.54
ESP,MLI,35824
ESP,MRT,160399
ESP,MUS,62154.43
ESP,NER,11990.31
ESP,NGA,62531
ESP,SEN,79524.33
ESP,SLE,230171.92
ESP,SOM,7344
ESP,TUN,77029.96
ESP,TZA,1436
ESP,UGA,2782.16
ESP,ZAF,602355.51
ESP,ZMB,1962.43
ESP,ARE,5640779
ESP,ARM,18122.11
ESP,AZE,24323.1
ESP,BGD,664962
ESP,BHR,35168.6
ESP,CHN,5084416.07
ESP,CYP,391394.82
ESP,GEO,23975.68
ESP,HKG,666885.55
ESP,IDN,59718
ESP,IND,168698.93
ESP,IRN,17066
ESP,IRQ,31162
ESP,ISR,5394710.77
ESP,JOR,212374.65
ESP,JPN,4567499.8
ESP,KAZ,41136.85
ESP,KOR,2220718.65
ESP,KWT,352117.19
ESP,LBN,429372
ESP,LKA,121301.24
ESP,MAC,3700.03
ESP,MDV,3747
ESP,MYS,468720.12
ESP,NPL,4978.75
ESP,OMN,6458
ESP,PAK,105974.98
ESP,PHL,73262.4
ESP,PSE,40382
ESP,QAT,243024.74
ESP,SAU,1988218.46
ESP,SGP,879268.65
ESP,THA,348783.96
ESP,TJK,1080
ESP,TUR,83635.55
ESP,VNM,45267.09
ESP,XXB,313557.26
ESP,ALB,6036.59
ESP,AND,4750036
ESP,AUT,1689976.07
ESP,BGR,966684.09
ESP,BIH,186367.82
ESP,BLR,96488.39
ESP,BLX,33430571.7
ESP,CHE,2144000.77
ESP,CZE,2864124.94
ESP,DEU,40702494.12
ESP,DNK,693218.15
ESP,EST,73034.06
ESP,FIN,2023998.02
ESP,FRA,108465599
ESP,GBR,27114126.62
ESP,GIB,821708
ESP,GRC,4994220.18
ESP,HRV,1191341.93
ESP,HUN,740656.83
ESP,IRL,1795929.04
ESP,ISL,133737.88
ESP,ITA,22141403.7
ESP,LTU,141253.8
ESP,LVA,343986.08
ESP,MKD,92086.18
ESP,MLT,223170.27
ESP,MNE,26145
ESP,NLD,8915523.53
ESP,NOR,2352381.25
ESP,POL,4216923.46
ESP,PRT,52284169.82
ESP,ROU,2070782.94
ESP,RUS,2093311.31
ESP,SRB,181973.17
ESP,SVK,955527.62
ESP,SVN,851745.27
ESP,SWE,11703140.88
ESP,UKR,347524.91
ESP,CAN,2533496.01
ESP,CRI,716471.99
ESP,CUB,1263846
ESP,CUW,123617
ESP,DOM,992673.98
ESP,GRL,1371
ESP,GTM,101658.13
ESP,HND,4585
ESP,HTI,7604
ESP,JAM,341789.91
ESP,MEX,2660528.38
ESP,NIC,10136.7
ESP,PAN,280275.18
ESP,SLV,77730.61
ESP,USA,12610134.39
ESP,AUS,4334329.7
ESP,NCL,244400.73
ESP,NZL,131845.9
ESP,PYF,101106.47
ESP,ARG,444578.79
ESP,BOL,4635.61
ESP,BRA,8016685.75
ESP,CHL,2848260.63
ESP,COL,1039464.14
ESP,ECU,266681.71
ESP,PER,524001.81
ESP,PRY,154814.66
ESP,URY,583313.42
ESP,VEN,1221184
IRL,BDI,1688
IRL,EGY,14795
IRL,MOZ,1506
IRL,ZAF,131469.71
IRL,ZMB,3010
IRL,AFG,139376.53
IRL,ARE,1494048
IRL,BGD,10377
IRL,BHR,1144588.82
IRL,CHN,285441.27
IRL,CYP,308828
IRL,GEO,6392
IRL,HKG,183141.9
IRL,IDN,39333
IRL,IND,327425.92
IRL,ISR,13974.05
IRL,JPN,24056.97
IRL,KOR,70736.03
IRL,KWT,4252270.48
IRL,LBN,114824
IRL,LKA,45650.36
IRL,MAC,1597
IRL,MYS,718557.02
IRL,OMN,32933
IRL,PAK,65206.12
IRL,PHL,593851.71
IRL,QAT,455396.56
IRL,SAU,614086.23
IRL,SGP,504337.78
IRL,THA,184135.13
IRL,TKM,4208
IRL,TUR,33515.73
IRL,AUT,118688.74
IRL,BIH,37639
IRL,BLR,64500
IRL,BLX,802637.85
IRL,CHE,52275.02
IRL,CZE,1324110.74
IRL,DEU,2178598.42
IRL,DNK,329686.64
IRL,ESP,850238.35
IRL,EST,12813
IRL,FRA,2389586.38
IRL,GBR,246377537.7
IRL,GIB,2101
IRL,GRC,11910.97
IRL,HUN,29135.92
IRL,ISL,4785
IRL,ITA,201669
IRL,LTU,148622.62
IRL,LVA,1457756
IRL,MDA,2496
IRL,MLT,77881.86
IRL,NLD,1674289.51
IRL,NOR,1380481.63
IRL,POL,521700.35
IRL,PRT,417596.53
IRL,RUS,20128.29
IRL,SVK,59396.05
IRL,SWE,4127271.29
IRL,CAN,4420455.27
IRL,PAN,61308
IRL,USA,34405250.84
IRL,AUS,1411296.55
IRL,NZL,718670.23
IRL,PYF,41611.18
IRL,BRA,7398080.83
IRL,CHL,177983.69
IRL,PER,94966.62
SWE,CIV,1877
SWE,DZA,175641
SWE,EGY,88833.1
SWE,ETH,1186
SWE,GHA,4744
SWE,GIN,17434
SWE,MAR,11954
SWE,MUS,28937.49
SWE,NGA,1542
SWE,TZA,5100
SWE,ZAF,26781.87
SWE,ARE,736481
SWE,ARM,4692.24
SWE,BGD,182282
SWE,BHR,73160.13
SWE,BRN,1011.41
SWE,CHN,1930814.95
SWE,CYP,137765.42
SWE,GEO,56096
SWE,HKG,357922.83
SWE,IDN,6286
SWE,IRN,326613
SWE,ISR,69173.1
SWE,JOR,104167.35
SWE,JPN,627422.58
SWE,KAZ,3200.41
SWE,KOR,608365.76
SWE,KWT,704521.71
SWE,LBN,7946
SWE,MNG,5008.52
SWE,MYS,3816313.95
SWE,NPL,1067
SWE,OMN,23770.64
SWE,QAT,120954.6
SWE,SAU,636625.29
SWE,SGP,4025002.43
SWE,THA,514195.56
SWE,TUR,188700.81
SWE,XXB,380633.41
SWE,AUT,1393887.32
SWE,BGR,174822.11
SWE,BLR,8544.89
SWE,BLX,5111612.45
SWE,CHE,1983157.95
SWE,CZE,1168359.83
SWE,DEU,25395948.17
SWE,DNK,51229261.13
SWE,ESP,2894415.71
SWE,EST,3738246.38
SWE,FIN,42352834.95
SWE,FRA,17846027.01
SWE,GBR,8509426.89
SWE,GRC,41979.66
SWE,HRV,203535.37
SWE,HUN,312141.94
SWE,IRL,962647.32
SWE,ISL,882339.62
SWE,ITA,1327944.53
SWE,LTU,3578327.84
SWE,LVA,1392045.24
SWE,MLT,15165.68
SWE,MNE,6310
SWE,NLD,10289694.37
SWE,NOR,45153887.37
SWE,POL,1812490.67
SWE,PRT,123292.92
SWE,ROU,292402.89
SWE,RUS,2114253.3
SWE,SRB,37673
SWE,SVK,1240736.34
SWE,SVN,151002.32
SWE,UKR,8894
SWE,CAN,1941616
SWE,CRI,18234.51
SWE,DOM,12418.73
SWE,GRL,68375
SWE,MEX,161315.67
SWE,USA,8077695.9
SWE,AUS,539650.9
SWE,GUM,21110
SWE,NCL,4241.4
SWE,NZL,549104.09
SWE,BRA,155866.84
SWE,CHL,313241.02
SWE,GUY,95606.01
SWE,PER,188496.99
CZE,CIV,1257.87
CZE,CPV,2743.38
CZE,DZA,32987.23
CZE,EGY,39889.94
CZE,MAR,2680
CZE,ZAF,324066.17
CZE,ARE,1115606
CZE,ARM,9611.85
CZE,AZE,242258.8
CZE,BHR,27546.14
CZE,CHN,132254.25
CZE,CYP,110138.01
CZE,GEO,56880.79
CZE,HKG,13640.5
CZE,ISR,117372.05
CZE,JOR,16811
CZE,JPN,1111918.83
CZE,KOR,83724.81
CZE,KWT,1980190.64
CZE,LBN,14278
CZE,MNG,34101.53
CZE,MYS,32866.38
CZE,QAT,84642.4
CZE,SAU,901950.44
CZE,SGP,3570.45
CZE,THA,5249.55
CZE,TKM,20299
CZE,TUR,609018.82
CZE,UZB,12945
CZE,VNM,61282
CZE,XXB,6868.73
CZE,AUT,13195252.4
CZE,BGR,2827812.19
CZE,BIH,26064.52
CZE,BLR,184169.95
CZE,BLX,13115468.13
CZE,CHE,200458.85
CZE,DEU,33266001.5
CZE,DNK,157970.37
CZE,ESP,2401867.05
CZE,EST,164896.63
CZE,FIN,41355.05
CZE,FRA,7116479.03
CZE,GBR,10422049.96
CZE,GRC,338644.52
CZE,HRV,4127132.4
CZE,HUN,17648554.58
CZE,IRL,227677.97
CZE,ISL,2526
CZE,ITA,616018.52
CZE,LTU,392652.27
CZE,LVA,170572.54
CZE,MDA,24112.08
CZE,MLT,46341.35
CZE,NLD,7912836.91
CZE,NOR,733167.24
CZE,POL,35704054.91
CZE,PRT,2028273.04
CZE,ROU,2389426.56
CZE,RUS,571205.26
CZE,SRB,46928.63
CZE,SVK,80821481.65
CZE,SVN,174709.92
CZE,SWE,364859.97
CZE,UKR,557197.94
CZE,CAN,844609.69
CZE,DOM,1224.99
CZE,GRL,39934
CZE,GTM,3578
CZE,USA,2521257.29
CZE,AUS,181034.21
CZE,FJI,2904.37
CZE,NCL,2790.2
CZE,NZL,252565.84
CZE,BRA,6063.02
CZE,COL,2753.1
USA,AGO,302869.7
USA,BFA,694992.38
USA,CIV,1073.89
USA,CMR,7624.74
USA,CPV,5544.66
USA,DJI,43731
USA,DZA,142532.87
USA,EGY,651770.47
USA,ETH,61817.5
USA,GHA,10500
USA,GMB,4800
USA,KEN,205825
USA,MAR,96156.38
USA,MUS,3280.61
USA,NER,54665.27
USA,NGA,86825
USA,RWA,44045.51
USA,SEN,31007.51
USA,SLE,825271.8
USA,SYC,9370.03
USA,TUN,2214.61
USA,TZA,10185.6
USA,UGA,2644.5
USA,ZAF,1640989.98
USA,ZMB,6322.23
USA,AFG,68337.72
USA,ARE,31023474
USA,ARM,46430.46
USA,AZE,2579.21
USA,BGD,362283
USA,BHR,1833954.37
USA,BRN,384416.27
USA,CHN,26506125.36
USA,CYP,26363.37
USA,GEO,32241.67
USA,HKG,24485899.51
USA,IDN,11679060
USA,IND,3090336.84
USA,ISR,3594912.75
USA,JOR,3083704.34
USA,JPN,54823268.1
USA,KAZ,40370.9
USA,KGZ,91377.87
USA,KHM,182997.1
USA,KOR,81889844.05
USA,KWT,5771778.14
USA,LBN,1010396
USA,LKA,129018.13
USA,MAC,207684.78
USA,MDV,53633.27
USA,MNG,196595.59
USA,MYS,13508961.09
USA,NPL,76379.63
USA,OMN,705188.54
USA,PAK,632742.5
USA,PHL,27373051.07
USA,PSE,254720.75
USA,QAT,2907833.43
USA,SAU,33615214.2
USA,SGP,27372534.04
USA,THA,12700783.86
USA,TUR,6132096.43
USA,VNM,2986838.73
USA,XXB,26055317.1
USA,YEM,18844.75
USA,AUT,255522.51
USA,BGR,226220.94
USA,BIH,1024.15
USA,BLR,121169.27
USA,BLX,13608191.27
USA,CHE,1465945.38
USA,CZE,702139.92
USA,DEU,5532713.55
USA,DNK,170470.8
USA,ESP,554579.07
USA,EST,3895.8
USA,FIN,429684.79
USA,FRA,1449598.63
USA,GBR,39551867.47
USA,GRC,787587.65
USA,HRV,46768.99
USA,HUN,80530.75
USA,IRL,1766149.91
USA,ISL,1389799.31
USA,ITA,418868.62
USA,LTU,10022
USA,LVA,1330.82
USA,MDA,8341.2
USA,MLT,3274.09
USA,MNE,44991.84
USA,NLD,16140539.22
USA,NOR,2375707.15
USA,POL,774019.19
USA,PRT,373040.83
USA,RUS,2108924.27
USA,SRB,136979.38
USA,SVK,58104.14
USA,SVN,184917.19
USA,SWE,2390402.47
USA,UKR,461586.96
USA,ABW,2865359.98
USA,AIA,8112
USA,ATG,609761.54
USA,BHS,3515202.13
USA,BLZ,1200127.18
USA,BMU,2475112.64
USA,BRB,2686027.47
USA,CAN,594008577.4
USA,CRI,15744635.91
USA,CUW,1033683
USA,CYM,434436
USA,DMA,100168
USA,DOM,10704440.23
USA,GRD,139594
USA,GRL,1345
USA,GTM,15087302.91
USA,HND,8924494
USA,HTI,457470
USA,JAM,2600265.06
USA,KNA,126120
USA,LCA,301155
USA,MAF,971710
USA,MEX,232630848.8
USA,NIC,3693768.97
USA,PAN,25127522.03
USA,SLV,9566362.02
USA,TCA,192619
USA,TTO,8898298
USA,VCT,421971.96
USA,VGB,240274
USA,AUS,59294638.34
USA,COK,158956
USA,FJI,194400.78
USA,FSM,18769
USA,MHL,64671
USA,NCL,27023.29
USA,NZL,5996752.86
USA,PLW,773237.68
USA,PNG,3673
USA,PYF,762395.4
USA,SLB,17820.48
USA,VUT,15124
USA,WSM,87337.14
USA,ARG,1958591.69
USA,BOL,1193320.48
USA,BRA,25656162.19
USA,CHL,13984931.07
USA,COL,18033967.14
USA,ECU,4220270.06
USA,GUY,452614.21
USA,PER,4251224.9
USA,PRY,279347.28
USA,SUR,190773
USA,URY,298035.55
USA,VEN,5868245
CAN,AGO,6499.59
CAN,BFA,4818.89
CAN,CIV,1142.07
CAN,DZA,31031.28
CAN,EGY,68542.62
CAN,GHA,9172
CAN,MAR,4667.24
CAN,MUS,1453.59
CAN,TZA,7472.62
CAN,UGA,5005
CAN,ZAF,7658.88
CAN,ARE,153486
CAN,ARM,5456.96
CAN,AZE,4603
CAN,BGD,6688
CAN,BHR,38864.75
CAN,CHN,4738671.89
CAN,CYP,8534.83
CAN,HKG,497211.69
CAN,IDN,31074
CAN,IND,108826.71
CAN,IRQ,5864
CAN,JOR,2633.46
CAN,JPN,5927297.82
CAN,KOR,2084757.4
CAN,KWT,167628.15
CAN,LBN,16061
CAN,MYS,827461.66
CAN,OMN,18631.24
CAN,PAK,4230.41
CAN,PHL,27144.43
CAN,QAT,45280.52
CAN,SAU,83082.64
CAN,SGP,2560694.94
CAN,THA,437623.06
CAN,VNM,33692.74
CAN,XXB,1767579.95
CAN,YEM,4609
CAN,AUT,47979.55
CAN,BGR,15848.72
CAN,BLX,897237.7
CAN,CHE,37845.38
CAN,CZE,303434.02
CAN,DEU,194710.57
CAN,DNK,16739.1
CAN,ESP,15190
CAN,FIN,64212.29
CAN,FRA,1638361.57
CAN,GBR,738804.4
CAN,HRV,62530.24
CAN,IRL,981787.06
CAN,ISL,40899.1
CAN,ITA,111372.57
CAN,LTU,30704.09
CAN,MDA,7513.17
CAN,MLT,31712.76
CAN,NLD,1263146.84
CAN,NOR,604062.01
CAN,POL,4710.42
CAN,ROU,6513.48
CAN,RUS,9584.21
CAN,SRB,5764
CAN,SVK,3313.18
CAN,SWE,676072.53
CAN,UKR,1022.84
CAN,BHS,1070.65
CAN,BMU,29299.14
CAN,BRB,47845.27
CAN,CRI,973713.64
CAN,CUB,33412
CAN,DOM,606881
